0.001,100,0.10439167962663132,0.011963265460748038,0.0086253486077444153
0.005,100,0.43225726708025003,0.045649751863054477,0.029685005790170613
0.01,100,0.69512069348409811,0.068737717784554467,0.038625976109050268
0.05,100,1.089969183119605,0.11316172332648715,0.017559143439467712
0.1,100,1.0964316878594287,0.12559351977426722,0.0052040624675790525
0.5,100,1.0964608113924048,0.12943907507673152,0.0014114464239813797
1.0,100,1.096460811392405,0.12943907603587196,0.001411445546184188
5.0,100,-1.7619445918655366e+60,7.1247238204090632e+58,-6.7902740725932608e+58
10.0,100,-7.5778621510197732e+134,3.1153644785631278e+149,-1.7680749524460614e+150
0.001,100,0.10439167962663132,0.011963265460748038,0.0086253486077444153
